esw_03397_00872842342	Hay diecisiete grados con sol
esw_02484_00816975340	Hay catorce grados y está nublado
esw_02484_00327933988	Hay quince grados y llueve
esw_03397_01885457045	Hay diecinueve grados y está nublado
esw_03397_00229734471	Hay diecisiete grados y está nublado
esw_03397_00299673157	Hay dieciocho grados y está nublado
esw_02484_00980298997	Hay quince grados y está nublado
esw_04310_00658285340	Hay veintiun grados con sol
esw_02484_02076258469	Hay quince grados con sol
esw_04310_01362861525	Hay once grados con sol
esw_04310_01360239499	Hay veintiun grados y está nublado
esw_04310_00928228474	Hay veinte grados y está nublado
esw_04310_00887332765	Hay veinte grados con sol
esw_02484_01501733833	Hay once grados con sol
esw_02484_00210903892	Hay once grados y está nublado
esw_04310_00459417018	Hay veintiun grados y llueve
esw_04310_01012814992	Hay veintitres grados y está nublado
esw_04310_00028738084	Hay once grados y está nublado
esw_02484_00973215770	Hay once grados y llueve
esw_04310_00422856206	Hay veintidos grados y llueve
esw_03397_00254676062	Hay once grados y llueve
esw_03397_01258613537	Hay once grados con sol
esw_02484_00254728208	Hay quince grados y está nublado
esw_04310_01374534794	Hay veintiun grados con sol
esw_02484_00303068919	Hay once grados y llueve
esw_04310_00422393666	Hay veintidos grados con sol
esw_03397_00509276658	Hay dieciocho grados y llueve
esw_04310_00393829615	Hay veinte grados y llueve
esw_02484_01810744075	Hay quince grados y llueve
esw_04310_02082275287	Hay veinte grados y llueve
esw_02484_00739061004	Hay catorce grados con sol
esw_02484_00242782861	Hay once grados y está nublado
esw_02484_00706284941	Hay catorce grados con sol
esw_03397_01327898090	Hay once grados y está nublado
esw_04310_01709858293	Hay veintidos grados y llueve
esw_04310_01968711965	Hay veintidos grados y está nublado
esw_02484_01227277928	Hay doce grados con sol
esw_02484_01506793834	Hay trece grados y está nublado
esw_04310_01095027768	Hay veinte grados y está nublado
esw_03397_00126028202	Hay dieciseis grados con sol
esw_04310_01248185875	Hay once grados con sol
esw_04310_01985312956	Hay veintitres grados y llueve
esw_03397_00632561990	Hay diecinueve grados con sol
esw_03397_01508429320	Hay dieciocho grados y llueve
esw_04310_00587643549	Hay once grados y está nublado
esw_02484_01551545582	Hay doce grados con sol
esw_02484_01923908187	Hay doce grados y llueve
esw_04310_01379347854	Hay veintidos grados y está nublado
esw_03397_01209443553	Hay once grados con sol
esw_02484_00564160588	Hay trece grados y llueve
esw_03397_01036812074	Hay diecisiete grados con sol
esw_03397_01001842089	Hay dieciocho grados y está nublado
esw_02484_00189775905	Hay quince grados con sol
esw_02484_01718504654	Hay once grados con sol
esw_04310_00552327270	Hay veintitres grados con sol
esw_03397_00564434702	Hay dieciseis grados con sol
esw_04310_02021346227	Hay veinte grados con sol
esw_02484_02035560739	Hay doce grados y llueve
esw_03397_00285442820	Hay dieciseis grados y está nublado
esw_04310_02050467478	Hay once grados y llueve
esw_04310_00158482097	Hay veintitres grados con sol
esw_03397_00212680273	Hay diecinueve grados y llueve
esw_04310_00884873281	Hay veintiun grados y está nublado
esw_02484_01289256881	Hay trece grados y llueve
esw_02484_00686401881	Hay trece grados con sol
esw_04310_00621119167	Hay veintitres grados y llueve
esw_02484_00122340186	Hay doce grados y está nublado
esw_03397_01020441111	Hay once grados y llueve
esw_03397_01452159553	Hay dieciocho grados con sol
esw_04310_01097459931	Hay veintidos grados con sol
esw_04310_01017354640	Hay veintitres grados y está nublado
esw_03397_01456394956	Hay dieciseis grados y está nublado
esw_03397_01415681039	Hay diecisiete grados y está nublado
esw_03397_01132724533	Hay diecinueve grados con sol
esw_02484_00218159645	Hay doce grados y está nublado
esw_03397_01198833475	Hay diecisiete grados y llueve
esw_02484_01696325581	Hay catorce grados y llueve
esw_02484_00755553340	Hay trece grados y está nublado
esw_03397_01044542493	Hay diecisiete grados y llueve
esw_03397_00302336806	Hay diecinueve grados y llueve
esw_03397_00726932972	Hay dieciseis grados y llueve
esw_03397_01289677629	Hay dieciseis grados y llueve
esw_03397_01118147772	Hay dieciocho grados con sol
esw_04310_00317290345	Hay once grados y llueve
esw_03397_01188737881	Hay once grados y está nublado
esw_02484_01735374047	Hay catorce grados y está nublado
esw_04310_01612362375	Hay veintiun grados y llueve
esw_02484_01808215374	Hay catorce grados y llueve
esw_03397_01417960131	Hay diecinueve grados y está nublado
esw_02484_01302348752	Hay trece grados con sol
